CODMES,ID,DEFAULT,DEUDA_RCC,ATRASO_12M,CLASIFSBS,VARPASIVO_6_12,FLUJO_TRANSACCIONAL
201802,526728,0,3475289.925,0,0,0.410166302,0.02
201804,526728,0,3430126.845,0,0,0.405516698,0.020404842
201805,526728,0,3448407.195,0,0,0.470333774,0.020412794
201806,526728,0,3410345.19,0,0,0.565279587,0.020217712
201807,526728,0,3380960.25,0,0,0.651457546,0.020999492
201809,526728,0,3296993.16,0,0,0.857231867,0.020208044
201808,526728,0,3330641.145,0,0,0.748463546,0.02021622
201801,526728,0,3542288.145,0,0,0.440752902,0.020561618
201810,526728,0,3791152.665,0,0,0.911043997,0.020204891
201811,526728,0,3737391.585,0,0,0.925164367,0.020356121
201812,526728,0,3720089.52,0,0,0.923914712,0.020399882
201801,530418,0,1246359.21,0,0,0.876653642,0.074237427
201808,530418,0,1698775.905,0,0,0.918820471,0.094770916
201809,530418,0,1280305.2,0,0,0.872363745,0.07169484
201807,530418,0,1647579.615,0,0,1.008021932,0.069478286
201806,530418,0,1063458.225,0,0,1.10627918,0.065159395
201805,530418,0,1351364.715,0,0,1.178049856,0.083390885
201804,530418,0,802915.23,0,0,1.129814406,0.064126322
201802,530418,0,538921.56,0,0,0.968634281,0.070147611
201803,530418,0,755308.89,0,0,1.075839295,0.068219543
201812,530418,0,1660192.29,0,0,0.689103377,0.065844816
201811,530418,0,1666266.345,0,0,0.724212815,0.089616301
201810,530418,0,998195.775,0,0,0.800784674,0.069400374
201803,533150,0,1599330.435,0,0,1.044540651,2222222222
201802,533150,0,1594347.135,0,0,1.065181966,2222222222
201804,533150,0,1565191.89,0,0,1.016242685,2222222222
201805,533150,0,1978825.71,0,0,0.952253463,2222222222
201806,533150,0,1973477.91,29,0,0.896334963,2222222222
201807,533150,0,1955225.76,60,0,0.847797649,2222222222
201809,533150,0,1923557.4,0,0,0.865082621,2222222222
201808,533150,0,1934045.535,0,0,0.838179344,2222222222
201801,533150,0,1623347.16,0,0,1.070215928,2222222222
201812,533150,0,1894443.93,0,0,1.105350517,2222222222
201810,533150,0,1903414.62,0,0,0.928407603,2222222222
201811,533150,0,1910141.265,0,0,1.0350818,2222222222
201801,536654,0,2483222.73,0,0,0.718605747,0.044172014
201808,536654,0,2452677.375,0,0,0.793181036,0.056939034
201809,536654,0,2021451.36,0,0,0.97750751,0.053923615
201807,536654,0,2645747.145,0,0,0.704337395,0.079576131
201806,536654,0,1979684.07,0,0,0.703262029,0.075379341
201805,536654,0,1255546.83,0,0,0.745234922,0.10123523
201804,536654,0,2515605.69,0,0,0.647290913,0.135535152
201802,536654,0,2378756.61,0,0,0.660388139,0.050037074
201803,536654,0,2463212.625,0,0,0.610319111,0.05573616
201811,536654,0,2112454.725,0,0,1.135009338,0.064241246
201810,536654,0,2124908.775,0,0,1.045860774,0.070832086
201812,536654,0,2687128.11,0,0,1.245252754,0.039566985
201802,536732,0,68.265,28,0,0.79538827,0.060570736
201801,536732,0,0,0,0,0.899238616,0.058327199
201801,537220,0,1186473.375,0,0,0.898619784,0.080398501
201802,537220,0,743161.32,0,0,0.797024437,0.059763261
201803,537220,0,747364.71,0,0,0.723772711,0.088150174
201804,537220,0,733857.93,0,0,0.706557121,0.104598581
201805,537220,0,733515.3,0,0,0.816934042,0.434667307
201806,537220,0,733172.055,0,0,0.945343132,0.068107133
201807,537220,0,727148.85,0,0,1.102828054,0.066784674
201809,537220,0,720847.5,0,0,1.374179317,0.096857562
201808,537220,0,721696.545,0,0,1.253288876,0.071137357
201812,537220,0,721262.655,0,0,1.286374152,0.033654465
201810,537220,0,716248.305,0,0,1.453746489,0.090319854
201811,537220,0,723899.22,0,0,1.395944385,0.056326562
201808,538050,0,5347930.095,0,0,1.093060487,0.176064984
201809,538050,0,5193633.18,0,0,1.086261038,0.079219679
201807,538050,0,5549012.625,0,0,1.015760973,0.148152887
201806,538050,0,4204433.325,0,0,0.932028723,0.096754479
201805,538050,0,4149314.97,0,0,0.836053739,0.152182216
201804,538050,0,4377799.11,0,0,0.752136223,0.147633831
201803,538050,0,4582002.6,0,0,0.684826744,0.157958298
201802,538050,0,4746336.63,0,0,0.620361726,0.143281616
201801,538050,0,5119154.415,0,0,0.670903571,0.141324018
201811,538050,0,4898182.92,0,0,0.998131492,0.030070336
201810,538050,0,5016343.455,0,0,1.063187386,0.036516514
201812,538050,0,4681303.185,0,0,0.933152373,0.061179331
201801,542306,0,3003653.535,0,0,1.11000933,0.035449687
201802,542306,0,4918682.7,0,0,1.130298407,0.035651577
201803,542306,0,5375951.04,0,0,1.105627708,0.08403817
201804,542306,0,3162347.685,0,0,1.070266019,0.066350874
201805,542306,0,3289219.935,0,0,1.033122185,0.104425817
201806,542306,0,3474021.93,0,0,1.008131253,0.136467898
201807,542306,0,3433601.4,0,0,0.970557021,0.094395417
201809,542306,0,4409183.055,0,0,0.907183782,0.109048878
201808,542306,0,4444370.565,0,0,0.930045078,0.085799568
201812,542306,0,5787403.92,0,0,0.846364974,0.139337623
201810,542306,0,4338231.54,0,0,0.873281115,0.144234997
201811,542306,0,5652540.465,0,0,0.858547494,0.140300248
201808,543552,0,1173641.16,0,0,0.856013274,0.068648102
201809,543552,0,1082098.305,9,0,0.81137494,0.061242666
201807,543552,0,1316166.15,0,0,0.763315237,0.063883737
201806,543552,0,1088327.91,0,0,0.692050851,0.061865597
201805,543552,0,1480714.215,0,0,0.655496592,0.072885403
201804,543552,0,1665459.225,0,0,0.684257749,0.06986559
201803,543552,0,1847782.5,0,0,0.70814673,0.062818219
201802,543552,0,1516477.92,0,0,0.743841591,0.050484086
201801,543552,0,1781645.775,0,0,0.932849782,0.067848415
201811,543552,0,1237235.22,1,0,0.803877692,0.061263014
201810,543552,0,1629406.605,8,0,0.798387159,0.096066882
201812,543552,0,1219584.12,5,0,0.830400393,0.056421953
201801,544830,0,1479042.495,0,0,1.395455819,0.068923377
201809,544830,0,618209.145,0,0,0.766893685,0.051205802
201808,544830,0,689327.385,0,0,0.870769988,0.069202289
201812,544830,0,1750620.945,0,0,1.108906716,0.154376351
201810,544830,0,843076.155,0,0,0.738847112,0.059831737
201811,544830,0,1472567.58,0,0,0.949700212,0.123943966
201808,545876,0,820746.525,0,0,0.794836863,0.061243327
201809,545876,0,903571.755,0,0,0.732151117,0.053483639
201806,545876,0,816713.73,0,0,0.819779648,0.053691626
201807,545876,0,816713.73,0,0,0.806008451,0.078401363
201802,545876,0,926875.995,0,0,0.952419961,0.081989655
201803,545876,0,963159.6,0,0,0.930531334,0.068795737
201804,545876,0,951332.1,0,0,0.867807247,0.073134912
201805,545876,0,820523.265,0,0,0.785831978,0.064550763
201801,545876,0,926897.865,0,0,1.03210122,0.056129748
201811,545876,0,2686938.045,0,0,0.73715897,0.111703932
201810,545876,0,1749186.6,0,0,0.729619531,0.099370931
201812,545876,0,2697469.32,0,0,0.782751447,0.066941965
201801,547570,0,0,0,0,0.908079537,0.023898465
201802,547570,0,34001.475,0,0,0.89188472,0.074342611
201807,547570,0,38499.765,0,0,0.972970399,0.065240184
201806,547570,0,0,0,0,0.928794223,0.065117104
201809,547570,0,38782.155,0,0,1.024439097,0.127609258
201808,547570,0,38511.54,0,0,0.992847473,0.080951886
201812,547570,0,39770.55,0,0,0.951710144,0.046224037
201810,547570,0,38829.225,0,0,1.011193265,0.205566013
201811,547570,0,39594.045,0,0,0.996824454,0.051678716
201808,548688,0,5246416.995,0,0,1.011469833,0.023662624
201809,548688,0,5180863.29,0,0,1.120956698,0.026927453
201806,548688,0,5475326.355,0,0,0.782895464,0.023936316
201807,548688,0,5326738.11,0,0,0.978790081,0.024023477
201802,548688,0,6005660.19,9,0,0.976719961,0.022429454
201803,548688,0,6217456.2,0,0,1.008872384,0.022836971
201805,548688,0,5604387.3,10,0,0.758970045,0.022300194
201804,548688,0,5752243.5,11,0,0.876749946,0.022090946
201801,548688,0,6015457.185,12,0,0.975736005,0.021807863
201811,548688,0,4510268.565,0,0,1.636968823,0.02381952
201810,548688,0,3975563.325,0,0,1.335986829,0.024067127
201812,548688,0,4435057.635,0,0,1.735993238,0.025299251
201801,550796,0,51162.66,20,0,0.996568424,2222222222
201804,550796,0,42598.425,21,0,1.017344668,2222222222
201805,550796,0,39720.78,81,0,1.026376265,2222222222
201803,550796,0,45498.795,51,0,1.01081985,2222222222
201802,550796,0,48354.39,82,0,0.998935818,2222222222
201807,550796,0,33856.35,20,0,1.044841958,2222222222
201806,550796,0,36799.65,51,0,1.037108328,2222222222
201809,550796,0,27911.19,51,0,1.038833775,2222222222
201808,550796,0,30899.295,81,0,1.046282193,2222222222
201812,550796,0,18830.07,53,0,1.027097396,2222222222
201810,550796,0,24921.69,20,0,1.038620943,2222222222
201811,550796,0,21875.55,84,0,1.035280732,2222222222
201801,553072,0,2962348.26,0,0,0.952646759,0.036409276
201808,553072,0,598803.21,0,0,1.209144309,0.024081281
201809,553072,0,778856.325,0,0,1.325928874,0.020614357
201806,553072,0,1317259.485,0,0,0.862928288,0.02250272
201807,553072,0,1315796.97,0,0,0.993489674,0.03668568
201802,553072,0,2245237.395,0,0,0.807764272,0.024544868
201803,553072,0,1566701.91,0,0,0.826356335,0.020340933
201805,553072,0,1504225.74,0,0,0.847530836,0.021415732
201804,553072,0,1463103.945,0,0,0.677981321,0.037124614
201811,553072,0,1005508.425,1,0,1.529477604,0.068217385
201810,553072,0,926265.12,0,0,1.441800177,0.032693747
201812,553072,0,724959.18,0,0,1.690267222,0.023695876
201804,553156,0,427487.16,0,0,0.838086926,0.020888438
201805,553156,0,427487.16,0,0,0.844759663,0.020262821
201803,553156,0,427487.16,0,0,0.858930744,0.020513252
201802,553156,0,427487.16,0,0,0.915248017,0.020304669
201807,553156,0,427487.16,0,0,0.915823897,0.022378995
201806,553156,0,427487.16,0,0,0.867789138,0.02
201808,553156,0,427487.16,0,0,0.941650094,0.020775094
201801,553156,0,427487.16,0,0,0.99132675,0.021242788
201812,553156,0,25455.975,0,0,1.231797002,0.021193337
201811,553156,0,0,0,0,1.169156654,0.023927618
201801,554342,0,24505343.27,0,0,0.904585937,0.036220752
201808,554342,0,26174880.68,0,0,1.019318461,0.021426429
201809,554342,0,26205558.89,0,0,1.090309496,0.04521195
201806,554342,0,25600950.18,0,0,0.984125119,0.032701221
201807,554342,0,25932353.39,0,0,1.040390695,0.058914622
201802,554342,0,23691673.82,0,0,0.828442789,0.055997768
201803,554342,0,24526927.59,0,0,0.788136622,0.023548495
201805,554342,0,26635455.96,0,0,0.985841196,0.073323921
201804,554342,0,25643814.54,0,0,0.811099029,0.037185925
201811,554342,0,27934965.24,0,0,0.911301286,0.064474156
201810,554342,0,27995123.39,0,0,1.124618191,0.030221768
201812,554342,0,25942225.5,0,0,0.905153084,0.044064527
201804,556170,0,2250439.47,0,0,0.9240461,0.114292186
201805,556170,0,1931244.39,0,0,0.964481299,0.15573934
201803,556170,0,2042572.08,0,0,0.950006702,0.096537622
201802,556170,0,2364471.615,0,0,0.989800464,0.111592959
201807,556170,0,1411782.135,0,0,1.022967083,0.166207877
201806,556170,0,1888458.795,0,0,0.977613916,0.176542327
201809,556170,0,577449.465,0,0,1.127859183,0.079765598
201808,556170,0,1008872.355,0,0,1.06377726,0.093259833
201801,556170,0,2094871.665,0,0,0.975739309,0.100627732
201812,556170,0,1660494.99,0,0,1.174710583,0.131485097
201810,556170,0,1069006.23,0,0,1.173456115,0.103175803
201811,556170,0,1216384.62,0,0,1.165448869,0.075033963
201801,556492,0,4958019.84,0,0,1.4950021,0.125519928
201808,556492,0,4580079.615,0,0,0.65380713,0.07481124
201809,556492,0,4489420.98,0,0,0.733940171,0.07444791
201806,556492,0,4751117.805,0,0,0.39637816,0.068847388
201807,556492,0,4666503.285,0,0,0.361744947,0.101836816
201802,556492,0,4890976.17,0,0,0.57764445,0.054518623
201803,556492,0,5071298.79,0,0,0.450905992,0.098082452
201805,556492,0,4857748.935,0,0,0.416899325,0.09295941
201804,556492,0,4942879.65,0,0,0.420013933,0.080631187
201811,556492,0,4815003.135,0,0,0.814264612,0.201616599
201810,556492,0,4595949.33,0,0,0.813901758,0.095355478
201812,556492,0,4741512.645,0,0,0.895033631,0.158377649
201804,558310,0,399691.485,0,0,1.01734179,0.209454104
201805,558310,0,377708.715,0,0,1.048897353,0.231507364
201803,558310,0,473342.685,0,0,0.956271883,0.156363762
201802,558310,0,492519.99,0,0,0.915765195,0.189896832
